"name","image _url","max_price"
"Valence","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FxX3AyNTBfY29udG91cl9saWdodC5kZTgxMzU1MzJiNTRkYjk3YTQ5ZTZmNTg3YTNiZjc5OGYwOWI5NzEwLnBuZw--/auto/auto/85/notrim/31970687497d749e76ced69218e33e30.webp""]","3.53"
"Bengal Tiger","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X3AyNTBfdGlnZXJfbGlnaHQuODM2MThhM2I1Mjk5OGE3NTRkNTYyNjFkOTY4NjE4N2JlY2U3NjBiZS5wbmc-/auto/auto/85/notrim/0808e554e59cc91814637147bee06b88.webp""]","56.86"
"Re.built","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2N1X3AyNTBfcmVidWlsdF9saWdodC5kOWYxZjViOTMzYjRhNDRhYzQ3NWRlYWZkODE5M2M5OTM1MGMzOWFmLnBuZw--/auto/auto/85/notrim/7b77d38f229f365deb1b82179a90ae8b.webp""]","0.80"
"Undertow","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FtX3AyNTBfYmVhZGVkX3BhaW50X2xpZ2h0LjJlYjQzZWJiMDc5ZGNmNWZkMmVkMDRjMmVhYzNjNDQ3MWU2YjRhNGYucG5n/auto/auto/85/notrim/8860076327d4c8cbf5f245defc7c9dda.webp""]","49.54"
"Red Rock","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2N1X3AyNTBfYXhpb21fbGlnaHQuNmE3YjM1ODdlYWNhYTdlNzc3NDk2NmUwOGE0NTYzZmRkY2Y5MWQyYS5wbmc-/auto/auto/85/notrim/68f271b613a82b0b93c86df662cb0ed6.webp""]","37.96"
"Constructivist","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2JydXRhbGlzdF9hcmNoaXRlY3R1cmVfbGlnaHQuOWJhNmI1ZGQyZDliODQxZDllMDc2YmFlNTc3ODE0NzdmNDkzYjJkZi5wbmc-/auto/auto/85/notrim/345d2f54c3c351125652dc504c7e4554.webp""]","0.05"
"Inferno","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2dzX3AyNTBfaW5mZXJub19saWdodC5hNTE4Nzg5MDNlYWEwMjE1ODVjNzJmMjE1YTkzY2YwYWVhMzdlZThlLnBuZw--/auto/auto/85/notrim/4cc6ab912a5bfdbc5ba338be83595ae2.webp""]","5.14"
"Whiteout","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NvX3doaXRlb3V0X2xpZ2h0LmQyMDc5NTViNGJlNjUzNDA1ODZiMjJlMTVmMGZhOTAxYTE3NjlmYjkucG5n/auto/auto/85/notrim/8702348fad89baa20c78efdeafcef61e.webp""]","249.34"
"Exchanger","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X2R1Y3RzX2JsdWVfbGlnaHQuNDkyYmNkN2ZkZjQxYWFhMDJmYmEyMDdmMTM3MjQ0YWRhMmEzNTc2YS5wbmc-/auto/auto/85/notrim/abfc9ceffa4aa8608e5504c8f07e11c7.webp""]","1.23"
"Digital Architect","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FhX3ZlcnRpZ29nZW9fbmVvbl9saWdodC42NWY1MGQzODcwMGI3ZGM2NWExNzdiODNlODVkYjYyNmI0NzhkNGI1LnBuZw--/auto/auto/85/notrim/d950c9db33388e331ead75ce36c4a580.webp""]","25.60"
"Metallic DDPAT","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FtX3VyYmFuX2xpZ2h0LjQ2MjMzYmEwZTk4MjljMTU0Yjc0MjYwMDdmZDUyMDhjNDhlMmU1NDcucG5n/auto/auto/85/notrim/76bbfd761f59bf2527cf2fb96648978c.webp""]","9.30"
"Sedimentary","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NvZV95ZWxsb3dfc3dpcmxfbGlnaHQuMWFkNmJlNGE0MWNiODAyZDc1MWQxYzM4MjRiZWI2NjU2ZmJjZGRmMC5wbmc-/auto/auto/85/notrim/efe1d6a7dba6bda33cd398e2afb86580.webp""]","0.24"
"Verdigris","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FxX3AyNTBfdmVyZGlncmlzX2xpZ2h0LmUzM2EwYWZmODU1ZWI5MjhmNDgyNGIzYWUzZDE4OWZhY2MzMzA5NjkucG5n/auto/auto/85/notrim/7240dd37ebbf44c0be941877005cb90e.webp""]","1.43"
"Hive","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X3JlZGhleF9saWdodC4xZmVhNzU2OTU4OGUxNDEyNTRmOGVhNWEwYjE1ZDAzNDE3NGMyY2YxLnBuZw--/auto/auto/85/notrim/1f78f6179554ddc0d5999a40ab461692.webp""]","5.34"
"Iron Clad","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2dzX3AyNTBfbWV0YWxfcGFuZWxzX2xpZ2h0LmFmNjZmZDUxNDdmOTBiNWRmNjcxNjJmMjk1ZTFlMTExODQ4MTZmYjAucG5n/auto/auto/85/notrim/2d8b9e158c94dc63e5202ab17a6ecba4.webp""]","3.67"
"Contamination","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X251Y2xlYXJfc2t1bGxzNF9wMjUwX2xpZ2h0Ljk5NTQ5NWQyNzQ5NDhhZjQ2OGUyZmQzYjlkMDNmNjJjNzEyYmFhNDMucG5n/auto/auto/85/notrim/91099d17cad4f6dac8b50db4851c7b29.webp""]","8.92"
"Contaminant","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2N1X3AyNTBfaW5mZWN0X2xpZ2h0LjY2YjNhY2UzMjcyZGVhYzU5ZmRkODM4OTI2ZTI2NTY5YzQ2ZmYwOTQucG5n/auto/auto/85/notrim/a1ddcd2452dccae4409a2a1dd46d4551.webp""]","2.49"
"Splash","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NwX3NwbGFzaF9wMjUwX2xpZ2h0LmRjMGRhMjFlODM4ZmVhMDgyYTNmNDY1NjIzODJmZTcwZjVjYmE0MzIucG5n/auto/auto/85/notrim/7f91e7e5010c640ba3f6a46d31fdf06b.webp""]","81.18"
"Gunsmoke","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X2dlbHBlbl9saWdodC5lZDk4NmY1ZDY5YTNiZmU2NjgzMWU0YzJlN2I3ZTA1MjQ2ZGMyMzMyLnBuZw--/auto/auto/85/notrim/6fef3293c5389e7a6e8da4c54d7ea503.webp""]","41.10"
"Sand Dune","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NvX3NhbmRfbGlnaHQuODVhNGE2YWQyNzc3ZDlhN2FkNzQ3ZDg4ZDMxZjAyYWVjNjc2MTBmMy5wbmc-/auto/auto/85/notrim/d816d344e9685988d43440c7b45b0f10.webp""]","52.26"
"Ripple","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FtX3AyNTBfc3B1dG5pa19saWdodC45NDhjZTJjMWNkYmIzNWU4ZTRkYzI0NjM0Y2VjNWQ5ZDY1ZTg1NmM3LnBuZw--/auto/auto/85/notrim/a1de1d31fa216c99975bf2093ae27ed9.webp""]","0.87"
"Boreal Forest","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X2ZvcmVzdF9ib3JlYWxfbGlnaHQuNmVlNzM1NjdiZDg0MGRhMDA1ZThmZGNiYzAwNTk0Y2Y2MjE1OTViMS5wbmc-/auto/auto/85/notrim/1097b2c0ae202806a231ae0b4dd541d2.webp""]","4999.00"
"Black & Tan","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2h5X2Rlc2VydF9tdWx0aWNhbV9saWdodC40YzE0MWMwZmUxOGY1OWVlMDQ0MmY3OGQ4MDBiMDQwMDBhODcwMzM0LnBuZw--/auto/auto/85/notrim/36f9f6cc8e5fa298d7457d0db1445133.webp""]","0.46"
"Dark Filigree","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FtX3Jlbl9kYXJrX2xpZ2h0LmNhZjQwOGM5NmM3NjI0NWFmNzI4YzU5MDM4N2Y3YjVhMTc0MTYwNTUucG5n/auto/auto/85/notrim/c755956748973babeb86b4910154ce27.webp""]","8.40"
"Steel Disruption","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX2FtX2RkcGF0ZGVuc2Vfc2lsdmVyX2xpZ2h0LjViZmZhYzE1NzgzODMzYjgwMmQzY2Y2Njg2OTQwYTI1YmY0ZDJmYTUucG5n/auto/auto/85/notrim/f72630b1db091e7c2dd1f6ad7675bb6c.webp""]","4.07"
"Bone Mask","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NwX3RhcGVfbGlnaHQuMTk5ZDUyMTNhNGQxMzJlZjE0MmJjODA4NWQ4NTA3ZTBhNjVkZDJiMC5wbmc-/auto/auto/85/notrim/e976753c82078248fede9787a9d7c01b.webp""]","9.26"
"Nuclear Threat","[""https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL2RlZmF1bHRfZ2VuZXJhdGVkL3dlYXBvbl9wMjUwX3NwX251a2VzdHJpcGVfZ3JlZW5fbGlnaHQuYmE4NzM0NzIzMjQ5ZjAxMmEyNmMwNDcxMGFiZjY1ZTc1MzI1Y2UzZS5wbmc-/auto/auto/85/notrim/3924c30a1f91fcf5bfc5260ac8970d28.webp""]","222.38"
