"name","image _url","max_price"
"Sticker Bolt Energy (Foil)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9lbGVtZW50YWxfY3JhZnQvZm9pbF9saWdodG5pbmdfb25lLmUzZWQwMjVjNWJlMzEyNjQ2NjkzMTgxNjAwMTA4NGM4NzRjY2RlY2EucG5n/auto/auto/85/notrim/aa843555785901502cf5a14b2eebeb10.webp","$2.72"
"Stockholm 2021 Movistar Riders (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL3N0b2NraDIwMjEvcmlkZV9ob2xvLmQ1ZDRmMWM0ZDFmNGY5NzE3NjY3ZjYwMWM4ZjUwMGRmYjE0YmFjNmYucG5n/auto/auto/85/notrim/b8a18020677246139c2962e36e03f21c.webp","$31.40"
"Sticker Scorch Loop (Reverse)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9lbGVtZW50YWxfY3JhZnQvcGFwZXJfZmlyZV90d28uYTEwZTJiMmRhZTk5ZmM4ZDFmOTU4NzFhMzJhOThkMDRhODJjYzU5MS5wbmc-/auto/auto/85/notrim/02e894521fa9f4611e9060cc417cf0eb.webp","$0.96"
"Sticker Bolt Strike","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9lbGVtZW50YWxfY3JhZnQvcGFwZXJfbGlnaHRuaW5nX3R3by4xMGFhMTZjMTE4MWE0NWY0NWRiZTZhNTk3MTc4NWU3YzY0MDBlZTljLnBuZw--/auto/auto/85/notrim/132cade074e03919091442f2d0d05aea.webp","$1.13"
"Sticker Chrome Dome (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9jb21tdW5pdHlfMjAyNS9ob2xvX2Nocm9tZV9kb21lLjNkYmI0NjRkYmYyYjk0MDEyNGZhY2RhNWM1YTU5MWY2Mjc2NjkxZmEucG5n/auto/auto/85/notrim/d9f7e9bc38b955793c4cda7f3feb14f9.webp","$4.33"
"Sticker Battle Scarred (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2Jyb2tlbl9mYW5nL2JhdHRsZV9zY2FycmVkX2hvbG8uYzc1MDMyMmM2M2VmYzdkOTM1NDcxYjhiMzRkYTU3NWNhNjIxMDE2Mi5wbmc-/auto/auto/85/notrim/ba01f3d806143d35c011277d673e8057.webp","$14.86"
"Boston 2018 flusha (Gold)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2Jvc3RvbjIwMTgvc2lnX2ZsdXNoYV9nb2xkLjUwMTEyNmJiZDBlYzZmYmE4Y2YyNmE1YWUxOWMwN2ZjMGFiMTZkMmIucG5n/auto/auto/85/notrim/9ab615e9bee3dcd1759f02bf67158f3e.webp",""
"Sticker Hydro Stream","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2NvbW11bml0eS9lbGVtZW50YWxfY3JhZnQvcGFwZXJfd2F0ZXJfdGhyZWUuNTllOTA0YzY2ZDg0NjlhNmJiMDZjYThmZDEwMzliMDI1YTM5NzZkOC5wbmc-/auto/auto/85/notrim/ccc555480b1c6ddb7a5b586aba1f7595.webp","$0.96"
"Katowice 2015 HellRaisers (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL2VzbGthdG93aWNlMjAxNS9oZWxscmFpc2Vyc19ob2xvLjlkODM4YjMwMmVmMDMwYzlhMDQ1MDFkYjYzMjRkNmQyMDQ5MmMzZGQucG5n/auto/auto/85/notrim/6ae587dd080add95b7d1f6a3767b57ef.webp","$906.34"
"Shanghai 2024 FlyQuest (Holo)","https://cdn.csgoskins.gg/public/uih/items/aHR0cHM6Ly9jZG4uY3Nnb3NraW5zLmdnL3B1YmxpYy9pbWFnZXMvYnVja2V0cy9lY29uL3N0aWNrZXJzL3NoYTIwMjQvZnFfaG9sby42YWY3NWQ1MGNlZTgyNDc5YTEzMThlYmE1NjlkMDg5NDIzMjJlMWQ0LnBuZw--/auto/auto/85/notrim/5492f93a2311782296d2c407f4cfa9b8.webp",""
